0.07358847	0.0036838283	0.07643032	0.028046528	0.033899635	0.018840939	-0.07620396	0.023825467	-0.07660225	-0.036740255	0.085059226	0.016155107	-0.100586616	-0.010646484	0.008436789	0.02333947
0.077084765	-0.043706663	0.11998279	0.07104432	-0.0010463465	-0.021613538	-0.15851998	0.077025175	-0.08070577	0.092441775	0.15014318	-0.004200333	-0.10569598	0.050695498	-0.06585129	-0.11279498
0.11884788	-0.122586705	0.099879675	0.0789262	0.08498318	-0.03629776	-0.16373457	0.12628229	-0.12129992	0.063263595	0.1882546	-0.037252724	-0.1874786	0.10967251	-0.022751993	-0.12478683
-0.46075663	0.2696663	-0.3244983	-0.3412811	-0.40930793	0.21163173	0.22270185	-0.32668418	0.41817534	-0.27447823	-0.37036228	-0.27285337	-0.14755015	-0.30355778	0.22358552	0.3379246
-0.01700587	-0.033765838	0.06633054	0.033337817	0.012814685	-0.049295384	-0.12046196	-0.002007652	0.0030445682	0.024017882	-0.005820661	0.016267145	-0.03933735	0.017532067	0.0037085395	-0.053562634
0.039663006	-0.027182713	0.022364542	0.010015005	0.0044882633	-0.005718284	-0.121668875	0.05014934	-0.08706357	0.06104323	0.024530804	0.07320521	-0.048750512	0.054595437	-0.012867566	-0.052366495
-0.4786253	0.26376927	-0.32203823	-0.31682175	-0.39886585	0.26187703	0.28503495	-0.29572466	0.41612875	-0.35186264	-0.35974315	-0.27348673	-0.21710913	-0.3601993	0.23328765	0.29873648
0.075449534	-0.059033055	0.05675372	0.13444906	0.09883869	-0.08291899	-0.08431859	0.1424838	-0.054141548	0.06138463	0.1682875	0.101512864	0.042896345	0.09045441	-0.07450035	-0.1427431
-0.473526	0.28451443	-0.35324097	-0.36714742	-0.41669598	0.23558648	0.33857834	-0.30532968	0.3729033	-0.30438635	-0.3597443	-0.36963093	-0.2676346	-0.34618753	0.2634536	0.33235243
-0.0030196486	-0.0057307514	0.0592803	0.06592506	0.03473679	-0.037687827	-0.026345346	-0.015583352	-0.008623719	-0.021485757	-0.00763533	-0.045593303	-0.09240047	0.010757207	-0.05043859	-0.05650102
-0.4396587	0.22099459	-0.26983395	-0.30788228	-0.3908441	0.24355204	0.30801204	-0.2862654	0.40298843	-0.3019475	-0.31124127	-0.2921213	-0.19286582	-0.30878237	0.23547906	0.38217908
0.12679619	-0.09039528	0.105085395	0.17683434	0.10862277	-0.0650547	-0.16370276	0.052887194	-0.08292198	0.03547038	0.12522055	0.06864145	0.023692008	0.1408539	-0.08375216	-0.10235833
0.35566095	-0.14540909	0.22903056	0.23632354	0.21231307	-0.14751087	-0.22897698	0.24809602	-0.21569552	0.1310639	0.25146025	0.0831831	-0.05509294	0.20734636	-0.18317294	-0.25124967
-0.27384403	0.12135174	-0.22354633	-0.2258125	-0.19360435	0.09232542	0.14767408	-0.21813048	0.19769368	-0.14768058	-0.25629008	-0.12755238	-0.073729165	-0.18214183	0.17620249	0.15961753
0.054325238	0.017759383	-0.014548038	-0.027343733	0.03682371	-0.0051983446	-0.073846065	0.04424232	-0.054964736	0.0038031042	0.020385792	-0.01569168	-0.05617514	0.0498317	-0.018087719	0.022740118
-0.00087047194	-0.019835513	0.03435395	-0.03642834	-0.04402518	0.03001544	-0.003436146	-0.06489622	-0.03157061	-0.044633675	-0.023954151	-0.06781564	-0.09265041	-0.018350033	-0.013255454	-0.0021904602
0.060589194	-0.03698393	0.079804614	0.04671467	0.028111424	-0.06220303	-0.06485986	0.060843356	-0.051621724	0.02351794	0.07094299	0.0597483	0.10058112	0.03375692	-0.034469232	-0.042820103
0.02181973	-0.016510893	-0.01144636	-0.020502275	0.0052685374	0.045126848	-0.0026339104	-0.0009833494	-0.0004804465	0.03397853	0.09681994	-0.058766227	-0.12110291	0.062181346	0.037865225	-0.022904955
-0.12500414	0.024962096	-0.05396348	-0.09948396	-0.10712274	0.052704044	0.07770851	-0.046293147	0.15211003	-0.09997869	-0.13107908	-0.10241457	-0.09295002	-0.08940574	0.040035494	0.07522921
-0.13505994	0.079772934	-0.063872755	-0.116505645	-0.10028028	0.15240805	0.10422353	-0.15975471	0.13318117	-0.075363465	-0.08865749	-0.08463413	-0.070392445	-0.13181299	0.15067734	0.15323697
